template;cluster;task
Action: put Object: slice of potato Location: sink Direction: in front of Landmark: apple ;192;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: sink ;155;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;199;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: second shelf in the fridge ;194;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;199;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink Direction: right Landmark: apple ;198;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;199;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: fridge ;196;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;199;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink Direction: in front of Landmark: apple ;192;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Direction: to the counter Preposition: towards Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: corner of the counter on the left ;186;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Direction: across the room Preposition: towards Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: counter ;188;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Preposition: None Location: sink ;50;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink, to the right of the apple ;190;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: left Preposition: None Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: None ;191;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Preposition: None Location: sink ;50;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink, in front of the apple ;192;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: sink ;155;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: fridge ;200;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: second shelf in the fridge ;194;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: sink ;199;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink, to the right of the apple ;190;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: fridge ;200;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: fridge ;196;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: sink ;199;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink, in front of the apple ;192;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: move Direction: closest to Preposition: window Landmark: arm chair ;201;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: arm chair ;202;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: center of the room Preposition: coffee table ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: ahead of you Preposition: TV stand ;205;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: stand ;206;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: center of the room Preposition: coffee table ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the arm chair Preposition: closest to the window ;201;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: arm chair ;202;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the TV stand Preposition: ahead of you ;205;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: stand ;206;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the arm chair Preposition: closest to the window ;201;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the arm chair ;202;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the TV stand Preposition: ahead of you ;205;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the stand ;206;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the arm chair closest to the window Preposition: closest to the window ;201;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the arm chair ;202;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table in the center of the room Preposition: in the center of the room ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the TV stand ahead of you Preposition: ahead of you ;205;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the stand ;206;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table in the center of the room Preposition: in the center of the room ;203;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;204;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;207;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: the armchair ;208;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: to face Landmark: foot rest ;209;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote On: the purple foot rest ;210;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;211;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: the coffee table ;212;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Direction: around Preposition: to Landmark: purple foot rest ;213;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Next to: the first remote On: the purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;207;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: armchair ;208;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: face Landmark: footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote On: purple footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;211;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: coffee table ;212;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Direction: around Preposition: to Landmark: purple footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Next to: first remote On: purple footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;207;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: armchair ;208;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: face Landmark: foot rest ;209;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: purple foot rest ;210;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;211;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: coffee table ;212;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Preposition: around Object: table Location: purple foot rest ;213;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: next to ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;207;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: armchair ;208;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: face Landmark: foot rest ;209;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: purple foot rest ;210;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;211;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: coffee table ;212;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Preposition: around Landmark: purple foot rest ;213;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: next to Preposition: on Landmark: first remote ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;207;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: armchair ;208;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Preposition: back to Landmark: foot rest ;209;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: purple foot rest ;210;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Preposition: again towards Landmark: coffee table ;211;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: coffee table ;212;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Preposition: around the table to Landmark: purple foot rest ;213;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: first remote on the foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: face Landmark: sink ;214;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: open Object: bottom right cabinet From: the wall ;215;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap From: the bottom right cabinet ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: place Object: soap From: hand ;216;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: step Direction: left Preposition: of Landmark: bath tub ;217;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: pick up Object: bar of soap From: the edge ;218;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap From: hand ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: place Object: soap From: hand ;216;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: turn Direction: left Preposition: face Landmark: sink ;214;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: open Object: bottom right cabinet From: the wall ;215;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap ;219;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: place Object: soap From: hand ;216;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: step Direction: left Preposition: to Landmark: bath tub ;217;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: pick up Object: bar of soap From: the edge ;218;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap ;219;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: turn Direction: right Preposition: to Landmark: other soap ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: look up ;220;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle From: cabinet above the toilet ;221;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: go backwards Direction: while facing towards the blue bin ;222;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle To: left side of the toilet tank ;223;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: look up ;220;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle From: cabinet above the toilet that is first from the right ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: turn Preposition: face Landmark: blue bin ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle To: center of the toilet tank ;224;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: look up ;220;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle Location: cabinet above the toilet ;221;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: go Direction: backwards Preposition: while facing towards Landmark: blue bin ;222;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle Location: left side of the toilet tank ;223;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: look Preposition: up ;220;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle Location: cabinet above first from the right ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: purple spray bottle Location: blue bin ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle Location: center of the toilet tank ;224;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: move Direction: over Preposition: to Landmark: the toilet ;225;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: empty toilet paper roll From: the floor ;226;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: empty toilet paper roll To: the sink ;227;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: empty toilet paper roll On: the counter between the sinks ;228;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: move Direction: over Preposition: to Landmark: the toilet ;225;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: toilet paper From: the toilet tank lid ;229;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: toilet paper To: the counter ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: toilet paper On: the counter next to soap ;230;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: move Direction: over Preposition: to Landmark: toilet ;225;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: empty toilet paper roll Location: floor ;226;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: empty toilet paper roll Preposition: to Landmark: sink ;227;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: empty toilet paper roll Preposition: on Landmark: counter between the sinks ;228;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: move Direction: over Preposition: to Landmark: toilet ;225;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: toilet paper Location: toilet tank lid ;229;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: toilet paper Preposition: over Landmark: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: toilet paper Preposition: on Landmark: counter next to soap ;230;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: turn Direction: right Preposition: to Landmark: cabinet above the toilet ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: take Object: roll of toilet paper Location: cabinet above the sink ;231;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: None Preposition: around Landmark: garbage can ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: put Object: roll of toilet paper Location: back of the toilet ;232;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: right Preposition: to Landmark: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: pick up Object: empty toilet paper roll Location: counter ;233;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: None Preposition: around Landmark: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: put Object: empty toilet paper roll Location: back of the toilet ;232;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: right ;17;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: take Object: roll of toilet paper From: cabinet above the sink ;231;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: around ;19;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: put On: back of the toilet ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: right ;17;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: pick up Object: empty toilet paper roll From: counter ;233;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: around ;19;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: left ;31;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
