template;cluster;task
Action: turn Direction: left Location: room ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: None ;128;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Location: room ;134;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink Direction: in front of Landmark: apple ;136;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: sink ;101;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;137;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: second shelf in the fridge ;131;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;137;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink Direction: right Landmark: apple ;135;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;137;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: fridge ;133;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: None ;137;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink Direction: in front of Landmark: apple ;136;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Direction: to the counter Preposition: towards Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: corner of the counter on the left ;124;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Direction: across the room Preposition: towards Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: counter ;125;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Preposition: None Location: sink ;138;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink, to the right of the apple ;127;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: left Preposition: None Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: None ;128;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Preposition: None Location: sink ;138;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink, in front of the apple ;129;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: sink ;101;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: fridge ;139;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: second shelf in the fridge ;131;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: sink ;140;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink, to the right of the apple ;127;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: fridge ;139;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: fridge ;133;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: None Preposition: around Location: sink ;140;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink, in front of the apple ;129;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: move Direction: closest to Preposition: window Landmark: arm chair ;-1;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: arm chair ;141;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: center of the room Preposition: coffee table ;142;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;143;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: ahead of you Preposition: TV stand ;-1;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: stand ;144;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: center of the room Preposition: coffee table ;142;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;143;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the arm chair Preposition: closest to the window ;145;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: arm chair ;141;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;146;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;143;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the TV stand Preposition: ahead of you ;147;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: stand ;144;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;146;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: coffee table ;143;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the arm chair Preposition: closest to the window ;145;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the arm chair ;148;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;146;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;149;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the TV stand Preposition: ahead of you ;147;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the stand ;150;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table Preposition: in the center of the room ;146;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;149;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the arm chair closest to the window Preposition: closest to the window ;-1;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the arm chair ;148;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table in the center of the room Preposition: in the center of the room ;151;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;149;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the TV stand ahead of you Preposition: ahead of you ;-1;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: pick up Object: remote From: the stand ;150;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: move Direction: to the coffee table in the center of the room Preposition: in the center of the room ;151;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: place Object: remote On: the coffee table ;149;pick_two_obj_and_place-RemoteControl-None-CoffeeTable-202
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;152;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: the armchair ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: to face Landmark: foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote On: the purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;153;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: the coffee table ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Direction: around Preposition: to Landmark: purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Next to: the first remote On: the purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;152;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: armchair ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: face Landmark: footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote On: purple footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;153;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote From: coffee table ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Direction: around Preposition: to Landmark: purple footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Next to: first remote On: purple footrest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;152;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: armchair ;154;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: face Landmark: foot rest ;155;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: purple foot rest ;156;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;153;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: coffee table ;157;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Preposition: around Object: table Location: purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: next to ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;152;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: armchair ;154;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: back Preposition: face Landmark: foot rest ;155;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: purple foot rest ;156;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: again Preposition: towards Landmark: coffee table ;153;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: coffee table ;157;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Preposition: around Landmark: purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: next to Preposition: on Landmark: first remote ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: towards Landmark: purple armchair ;152;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: armchair ;154;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Preposition: back to Landmark: foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: purple foot rest ;156;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Preposition: again towards Landmark: coffee table ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: pick up Object: remote Location: coffee table ;157;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: walk Preposition: around the table to Landmark: purple foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: place Object: remote Location: first remote on the foot rest ;-1;pick_two_obj_and_place-RemoteControl-None-Ottoman-203
Action: turn Direction: left Preposition: face Landmark: sink ;158;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: open Object: bottom right cabinet From: the wall ;159;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap From: the bottom right cabinet ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: place Object: soap From: hand ;160;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: step Direction: left Preposition: of Landmark: bath tub ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: pick up Object: bar of soap From: the edge ;161;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap From: hand ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: place Object: soap From: hand ;160;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: turn Direction: left Preposition: face Landmark: sink ;158;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: open Object: bottom right cabinet From: the wall ;159;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap ;162;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: place Object: soap From: hand ;160;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: step Direction: left Preposition: to Landmark: bath tub ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: pick up Object: bar of soap From: the edge ;161;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: hold Object: soap ;162;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: turn Direction: right Preposition: to Landmark: other soap ;-1;pick_two_obj_and_place-SoapBar-None-BathtubBasin-405
Action: look up ;163;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle From: cabinet above the toilet ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: go backwards Direction: while facing towards the blue bin ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle To: left side of the toilet tank ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: look up ;163;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle From: cabinet above the toilet that is first from the right ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: turn Preposition: face Landmark: blue bin ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle To: center of the toilet tank ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: look up ;163;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle Location: cabinet above the toilet ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: go Direction: backwards Preposition: while facing towards Landmark: blue bin ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle Location: left side of the toilet tank ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: look Preposition: up ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: take Object: purple spray bottle Location: cabinet above first from the right ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: purple spray bottle Location: blue bin ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: put Object: spray bottle Location: center of the toilet tank ;-1;pick_two_obj_and_place-SprayBottle-None-Toilet-405
Action: move Direction: over Preposition: to Landmark: the toilet ;164;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: empty toilet paper roll From: the floor ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: empty toilet paper roll To: the sink ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: empty toilet paper roll On: the counter between the sinks ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: move Direction: over Preposition: to Landmark: the toilet ;164;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: toilet paper From: the toilet tank lid ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: toilet paper To: the counter ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: toilet paper On: the counter next to soap ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: move Direction: over Preposition: to Landmark: toilet ;165;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: empty toilet paper roll Location: floor ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: empty toilet paper roll Preposition: to Landmark: sink ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: empty toilet paper roll Preposition: on Landmark: counter between the sinks ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: move Direction: over Preposition: to Landmark: toilet ;165;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: pick up Object: toilet paper Location: toilet tank lid ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: bring Object: toilet paper Preposition: over Landmark: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: put Object: toilet paper Preposition: on Landmark: counter next to soap ;-1;pick_two_obj_and_place-ToiletPaper-None-CounterTop-417
Action: turn Direction: right Preposition: to Landmark: cabinet above the toilet ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: take Object: roll of toilet paper Location: cabinet above the sink ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: None Preposition: around Landmark: garbage can ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: put Object: roll of toilet paper Location: back of the toilet ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: right Preposition: to Landmark: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: pick up Object: empty toilet paper roll Location: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: None Preposition: around Landmark: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: put Object: empty toilet paper roll Location: back of the toilet ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: right ;13;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: take Object: roll of toilet paper From: cabinet above the sink ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: around ;15;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: put On: back of the toilet ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: right ;13;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: pick up Object: empty toilet paper roll From: counter ;-1;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: around ;15;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
Action: turn Direction: left ;21;pick_two_obj_and_place-ToiletPaper-None-Toilet-405
